person1,person2,meeting_times,meeting_information
Lidelse Dedos,Lucas Alcazar,21,"['(""Hallowed Grounds"", ""2014-01-06 07:37:14"", ""2014-01-06 07:59:01"", ""00:21:47"")', '(""Hallowed Grounds"", ""2014-01-07 07:15:14"", ""2014-01-07 07:39:01"", ""00:23:47"")', '(""Hallowed Grounds"", ""2014-01-08 07:33:14"", ""2014-01-08 07:48:01"", ""00:14:47"")', '(""Hallowed Grounds"", ""2014-01-09 07:44:14"", ""2014-01-09 07:55:01"", ""00:10:47"")', '(""Hallowed Grounds"", ""2014-01-10 07:21:01"", ""2014-01-10 07:44:01"", ""00:23:00"")', '(""Hallowed Grounds"", ""2014-01-16 07:28:14"", ""2014-01-16 07:45:01"", ""00:16:47"")', '(""Hallowed Grounds"", ""2014-01-17 07:31:46"", ""2014-01-17 07:35:01"", ""00:03:15"")', '(""Albert\'s Fine Clothing"", ""2014-01-12 13:07:59"", ""2014-01-12 13:56:01"", ""00:48:02"")', '(""Roberts and Sons"", ""2014-01-15 12:31:17"", ""2014-01-15 13:26:01"", ""00:54:44"")', '(""Roberts and Sons"", ""2014-01-17 12:13:26"", ""2014-01-17 13:18:01"", ""01:04:35"")', '(""White Building"", ""2014-01-10 19:12:50"", ""2014-01-10 23:30:01"", ""04:17:11"")', '(""Katerina\'s Café"", ""2014-01-07 19:05:40"", ""2014-01-07 20:17:01"", ""01:11:21"")', '(""Katerina\'s Café"", ""2014-01-08 19:52:01"", ""2014-01-08 20:32:01"", ""00:40:00"")', '(""Katerina\'s Café"", ""2014-01-11 18:57:39"", ""2014-01-11 19:12:01"", ""00:14:22"")', '(""Katerina\'s Café"", ""2014-01-11 19:12:01"", ""2014-01-11 19:54:01"", ""00:42:00"")', '(""Katerina\'s Café"", ""2014-01-12 18:47:40"", ""2014-01-12 19:20:01"", ""00:32:21"")', '(""Katerina\'s Café"", ""2014-01-13 12:28:23"", ""2014-01-13 13:43:01"", ""01:14:38"")', '(""Katerina\'s Café"", ""2014-01-13 19:09:40"", ""2014-01-13 21:01:01"", ""01:51:21"")', '(""Katerina\'s Café"", ""2014-01-14 19:17:05"", ""2014-01-14 20:18:01"", ""01:00:56"")', '(""Katerina\'s Café"", ""2014-01-18 18:34:40"", ""2014-01-18 19:37:01"", ""01:02:21"")', '(""Katerina\'s Café"", ""2014-01-19 18:50:40"", ""2014-01-19 19:59:01"", ""01:08:21"")']"
Birgitta Frente,Lucas Alcazar,15,"['(""Hallowed Grounds"", ""2014-01-06 07:37:14"", ""2014-01-06 07:41:01"", ""00:03:47"")', '(""Hallowed Grounds"", ""2014-01-08 07:33:14"", ""2014-01-08 07:48:01"", ""00:14:47"")', '(""Hallowed Grounds"", ""2014-01-09 07:44:14"", ""2014-01-09 07:55:01"", ""00:10:47"")', '(""Hallowed Grounds"", ""2014-01-10 07:32:46"", ""2014-01-10 07:43:01"", ""00:10:15"")', '(""Hallowed Grounds"", ""2014-01-15 07:11:14"", ""2014-01-15 07:37:01"", ""00:25:47"")', '(""Hallowed Grounds"", ""2014-01-16 07:28:14"", ""2014-01-16 07:45:01"", ""00:16:47"")', '(""Hallowed Grounds"", ""2014-01-17 07:18:01"", ""2014-01-17 07:35:01"", ""00:17:00"")', '(""Ouzeri Elian"", ""2014-01-10 12:30:05"", ""2014-01-10 13:44:01"", ""01:13:56"")', '(""White Building"", ""2014-01-10 19:12:50"", ""2014-01-10 22:29:01"", ""03:16:11"")', '(""Brew\'ve Been Served"", ""2014-01-09 12:23:42"", ""2014-01-09 13:35:01"", ""01:11:19"")', '(""Katerina\'s Café"", ""2014-01-07 19:05:40"", ""2014-01-07 20:20:01"", ""01:14:21"")', '(""Katerina\'s Café"", ""2014-01-11 18:57:39"", ""2014-01-11 19:12:01"", ""00:14:22"")', '(""Katerina\'s Café"", ""2014-01-14 19:46:05"", ""2014-01-14 20:18:01"", ""00:31:56"")', '(""Katerina\'s Café"", ""2014-01-16 18:47:40"", ""2014-01-16 19:45:01"", ""00:57:21"")', '(""Katerina\'s Café"", ""2014-01-19 18:50:40"", ""2014-01-19 19:59:01"", ""01:08:21"")']"
Lucas Alcazar,Marin Onda,16,"['(""Hallowed Grounds"", ""2014-01-06 07:37:14"", ""2014-01-06 07:38:01"", ""00:00:47"")', '(""Hallowed Grounds"", ""2014-01-07 07:36:01"", ""2014-01-07 07:39:01"", ""00:03:00"")', '(""Hallowed Grounds"", ""2014-01-08 07:33:14"", ""2014-01-08 07:40:01"", ""00:06:47"")', '(""Hallowed Grounds"", ""2014-01-10 07:21:01"", ""2014-01-10 07:52:01"", ""00:31:00"")', '(""Hallowed Grounds"", ""2014-01-13 07:17:40"", ""2014-01-13 07:37:01"", ""00:19:21"")', '(""Hallowed Grounds"", ""2014-01-14 07:16:14"", ""2014-01-14 07:36:01"", ""00:19:47"")', '(""Hallowed Grounds"", ""2014-01-16 07:28:14"", ""2014-01-16 07:45:01"", ""00:16:47"")', '(""Hallowed Grounds"", ""2014-01-17 07:08:01"", ""2014-01-17 07:33:01"", ""00:25:00"")', '(""White Building"", ""2014-01-10 20:10:02"", ""2014-01-10 23:45:01"", ""03:34:59"")', '(""Katerina\'s Café"", ""2014-01-07 19:30:01"", ""2014-01-07 20:20:01"", ""00:50:00"")', '(""Katerina\'s Café"", ""2014-01-08 19:26:40"", ""2014-01-08 20:10:01"", ""00:43:21"")', '(""Katerina\'s Café"", ""2014-01-11 18:57:39"", ""2014-01-11 19:12:01"", ""00:14:22"")', '(""Katerina\'s Café"", ""2014-01-11 19:12:01"", ""2014-01-11 19:53:01"", ""00:41:00"")', '(""Katerina\'s Café"", ""2014-01-13 19:29:04"", ""2014-01-13 20:35:01"", ""01:05:57"")', '(""Katerina\'s Café"", ""2014-01-17 19:23:01"", ""2014-01-17 20:10:01"", ""00:47:00"")', '(""Katerina\'s Café"", ""2014-01-18 18:34:40"", ""2014-01-18 19:37:01"", ""01:02:21"")']"
Kare Orilla,Lucas Alcazar,18,"['(""Hallowed Grounds"", ""2014-01-06 07:37:14"", ""2014-01-06 07:52:01"", ""00:14:47"")', '(""Hallowed Grounds"", ""2014-01-07 07:24:26"", ""2014-01-07 07:39:01"", ""00:14:35"")', '(""Hallowed Grounds"", ""2014-01-08 07:33:14"", ""2014-01-08 07:53:01"", ""00:19:47"")', '(""Hallowed Grounds"", ""2014-01-09 07:44:14"", ""2014-01-09 07:55:01"", ""00:10:47"")', '(""Hallowed Grounds"", ""2014-01-10 07:27:26"", ""2014-01-10 07:49:01"", ""00:21:35"")', '(""Hallowed Grounds"", ""2014-01-13 07:27:26"", ""2014-01-13 07:37:01"", ""00:09:35"")', '(""Hallowed Grounds"", ""2014-01-15 07:38:26"", ""2014-01-15 07:42:01"", ""00:03:35"")', '(""Hallowed Grounds"", ""2014-01-16 07:28:14"", ""2014-01-16 07:45:01"", ""00:16:47"")', '(""General Grocer"", ""2014-01-06 12:24:16"", ""2014-01-06 13:50:01"", ""01:25:45"")', '(""Roberts and Sons"", ""2014-01-15 12:31:17"", ""2014-01-15 13:26:01"", ""00:54:44"")', '(""Katerina\'s Café"", ""2014-01-07 19:20:01"", ""2014-01-07 20:20:01"", ""01:00:00"")', '(""Katerina\'s Café"", ""2014-01-11 18:57:39"", ""2014-01-11 19:12:01"", ""00:14:22"")', '(""Katerina\'s Café"", ""2014-01-11 19:12:01"", ""2014-01-11 19:54:01"", ""00:42:00"")', '(""Katerina\'s Café"", ""2014-01-12 18:58:01"", ""2014-01-12 19:20:01"", ""00:22:00"")', '(""Katerina\'s Café"", ""2014-01-13 12:40:23"", ""2014-01-13 13:49:01"", ""01:08:38"")', '(""Katerina\'s Café"", ""2014-01-14 18:51:21"", ""2014-01-14 20:18:01"", ""01:26:40"")', '(""Katerina\'s Café"", ""2014-01-16 19:15:21"", ""2014-01-16 19:45:01"", ""00:29:40"")', '(""Katerina\'s Café"", ""2014-01-17 19:23:01"", ""2014-01-17 19:25:01"", ""00:02:00"")']"
Hennie Osvaldo,Lucas Alcazar,14,"['(""Hallowed Grounds"", ""2014-01-09 07:44:46"", ""2014-01-09 07:55:01"", ""00:10:15"")', '(""Hallowed Grounds"", ""2014-01-13 07:17:14"", ""2014-01-13 07:37:01"", ""00:19:47"")', '(""General Grocer"", ""2014-01-08 12:31:27"", ""2014-01-08 13:29:01"", ""00:57:34"")', '(""Ouzeri Elian"", ""2014-01-10 12:30:05"", ""2014-01-10 13:44:01"", ""01:13:56"")', '(""Roberts and Sons"", ""2014-01-17 12:43:45"", ""2014-01-17 13:18:01"", ""00:34:16"")', '(""Katerina\'s Café"", ""2014-01-07 19:08:05"", ""2014-01-07 20:20:01"", ""01:11:56"")', '(""Katerina\'s Café"", ""2014-01-11 18:57:39"", ""2014-01-11 19:12:01"", ""00:14:22"")', '(""Katerina\'s Café"", ""2014-01-11 19:12:01"", ""2014-01-11 19:54:01"", ""00:42:00"")', '(""Katerina\'s Café"", ""2014-01-12 18:50:01"", ""2014-01-12 19:20:01"", ""00:30:00"")', '(""Katerina\'s Café"", ""2014-01-13 12:28:23"", ""2014-01-13 13:40:01"", ""01:11:38"")', '(""Katerina\'s Café"", ""2014-01-13 19:31:05"", ""2014-01-13 21:01:01"", ""01:29:56"")', '(""Katerina\'s Café"", ""2014-01-16 18:47:40"", ""2014-01-16 19:45:01"", ""00:57:21"")', '(""Katerina\'s Café"", ""2014-01-17 19:23:01"", ""2014-01-17 20:30:01"", ""01:07:00"")', '(""Katerina\'s Café"", ""2014-01-18 18:36:45"", ""2014-01-18 19:37:01"", ""01:00:16"")']"
Hideki Cocinaro,Lidelse Dedos,9,"['(""Hallowed Grounds"", ""2014-01-06 07:29:46"", ""2014-01-06 07:44:01"", ""00:14:15"")', '(""Hallowed Grounds"", ""2014-01-07 07:14:16"", ""2014-01-07 07:43:01"", ""00:28:45"")', '(""Hallowed Grounds"", ""2014-01-08 07:16:16"", ""2014-01-08 07:47:01"", ""00:30:45"")', '(""Hallowed Grounds"", ""2014-01-09 07:20:46"", ""2014-01-09 07:51:01"", ""00:30:15"")', '(""Hallowed Grounds"", ""2014-01-10 07:35:16"", ""2014-01-10 07:44:01"", ""00:08:45"")', '(""Hallowed Grounds"", ""2014-01-14 07:46:46"", ""2014-01-14 07:50:01"", ""00:03:15"")', '(""Hallowed Grounds"", ""2014-01-16 07:32:16"", ""2014-01-16 07:46:01"", ""00:13:45"")', '(""Roberts and Sons"", ""2014-01-17 12:35:26"", ""2014-01-17 13:59:01"", ""01:23:35"")', '(""Brew\'ve Been Served"", ""2014-01-16 19:31:19"", ""2014-01-16 19:46:01"", ""00:14:42"")']"
Birgitta Frente,Hideki Cocinaro,9,"['(""Hallowed Grounds"", ""2014-01-06 07:14:46"", ""2014-01-06 07:41:01"", ""00:26:15"")', '(""Hallowed Grounds"", ""2014-01-07 07:50:46"", ""2014-01-07 07:52:01"", ""00:01:15"")', '(""Hallowed Grounds"", ""2014-01-08 07:23:46"", ""2014-01-08 07:47:01"", ""00:23:15"")', '(""Hallowed Grounds"", ""2014-01-09 07:32:46"", ""2014-01-09 07:51:01"", ""00:18:15"")', '(""Hallowed Grounds"", ""2014-01-10 07:35:16"", ""2014-01-10 07:43:01"", ""00:07:45"")', '(""Hallowed Grounds"", ""2014-01-14 07:44:46"", ""2014-01-14 07:50:01"", ""00:05:15"")', '(""Hallowed Grounds"", ""2014-01-15 07:17:16"", ""2014-01-15 07:37:01"", ""00:19:45"")', '(""Hallowed Grounds"", ""2014-01-16 07:32:16"", ""2014-01-16 07:46:01"", ""00:13:45"")', '(""General Grocer"", ""2014-01-17 19:43:01"", ""2014-01-17 20:25:01"", ""00:42:00"")']"
Hideki Cocinaro,Marin Onda,14,"['(""Hallowed Grounds"", ""2014-01-06 07:22:40"", ""2014-01-06 07:38:01"", ""00:15:21"")', '(""Hallowed Grounds"", ""2014-01-07 07:36:01"", ""2014-01-07 07:48:01"", ""00:12:00"")', '(""Hallowed Grounds"", ""2014-01-08 07:16:16"", ""2014-01-08 07:40:01"", ""00:23:45"")', '(""Hallowed Grounds"", ""2014-01-09 07:14:40"", ""2014-01-09 07:44:01"", ""00:29:21"")', '(""Hallowed Grounds"", ""2014-01-10 07:35:16"", ""2014-01-10 07:52:01"", ""00:16:45"")', '(""Hallowed Grounds"", ""2014-01-13 07:45:16"", ""2014-01-13 07:48:01"", ""00:02:45"")', '(""Hallowed Grounds"", ""2014-01-14 07:21:16"", ""2014-01-14 07:46:01"", ""00:24:45"")', '(""Hallowed Grounds"", ""2014-01-15 07:42:40"", ""2014-01-15 07:49:01"", ""00:06:21"")', '(""Hallowed Grounds"", ""2014-01-16 07:32:16"", ""2014-01-16 07:46:01"", ""00:13:45"")', '(""Roberts and Sons"", ""2014-01-11 13:11:04"", ""2014-01-11 13:24:01"", ""00:12:57"")', '(""Roberts and Sons"", ""2014-01-11 13:24:01"", ""2014-01-11 13:33:01"", ""00:09:00"")', '(""Roberts and Sons"", ""2014-01-11 13:33:47"", ""2014-01-11 14:18:01"", ""00:44:14"")', '(""Brew\'ve Been Served"", ""2014-01-06 19:35:15"", ""2014-01-06 20:37:01"", ""01:01:46"")', '(""Katerina\'s Café"", ""2014-01-08 12:17:23"", ""2014-01-08 13:42:01"", ""01:24:38"")']"
Hideki Cocinaro,Kare Orilla,9,"['(""Hallowed Grounds"", ""2014-01-06 07:36:26"", ""2014-01-06 07:44:01"", ""00:07:35"")', '(""Hallowed Grounds"", ""2014-01-07 07:24:26"", ""2014-01-07 07:52:01"", ""00:27:35"")', '(""Hallowed Grounds"", ""2014-01-08 07:21:26"", ""2014-01-08 07:47:01"", ""00:25:35"")', '(""Hallowed Grounds"", ""2014-01-09 07:27:26"", ""2014-01-09 07:51:01"", ""00:23:35"")', '(""Hallowed Grounds"", ""2014-01-10 07:35:16"", ""2014-01-10 07:49:01"", ""00:13:45"")', '(""Hallowed Grounds"", ""2014-01-13 07:45:16"", ""2014-01-13 07:47:01"", ""00:01:45"")', '(""Hallowed Grounds"", ""2014-01-15 07:38:26"", ""2014-01-15 07:49:01"", ""00:10:35"")', '(""Hallowed Grounds"", ""2014-01-16 07:32:16"", ""2014-01-16 07:46:01"", ""00:13:45"")', '(""Roberts and Sons"", ""2014-01-16 12:28:26"", ""2014-01-16 13:49:01"", ""01:20:35"")']"
Hennie Osvaldo,Hideki Cocinaro,6,"['(""Hallowed Grounds"", ""2014-01-09 07:44:46"", ""2014-01-09 07:51:01"", ""00:06:15"")', '(""Hallowed Grounds"", ""2014-01-13 07:45:16"", ""2014-01-13 07:46:01"", ""00:00:45"")', '(""Roberts and Sons"", ""2014-01-06 12:36:17"", ""2014-01-06 13:55:01"", ""01:18:44"")', '(""Roberts and Sons"", ""2014-01-17 12:43:45"", ""2014-01-17 13:44:01"", ""01:00:16"")', '(""Brew\'ve Been Served"", ""2014-01-19 18:41:01"", ""2014-01-19 19:46:01"", ""01:05:00"")', '(""Katerina\'s Café"", ""2014-01-08 12:17:23"", ""2014-01-08 12:22:01"", ""00:04:38"")']"
Birgitta Frente,Lidelse Dedos,48,"['(""Hallowed Grounds"", ""2014-01-06 07:29:46"", ""2014-01-06 07:41:01"", ""00:11:15"")', '(""Hallowed Grounds"", ""2014-01-08 07:23:46"", ""2014-01-08 07:48:01"", ""00:24:15"")', '(""Hallowed Grounds"", ""2014-01-09 07:32:46"", ""2014-01-09 07:59:01"", ""00:26:15"")', '(""Hallowed Grounds"", ""2014-01-10 07:32:46"", ""2014-01-10 07:43:01"", ""00:10:15"")', '(""Hallowed Grounds"", ""2014-01-14 07:46:46"", ""2014-01-14 07:55:01"", ""00:08:15"")', '(""Hallowed Grounds"", ""2014-01-16 07:27:46"", ""2014-01-16 07:55:01"", ""00:27:15"")', '(""Hallowed Grounds"", ""2014-01-17 07:31:46"", ""2014-01-17 07:41:01"", ""00:09:15"")', '(""White Building"", ""2014-01-10 19:12:30"", ""2014-01-10 22:29:01"", ""03:16:31"")', '(""Brew\'ve Been Served"", ""2014-01-14 12:10:42"", ""2014-01-14 13:50:01"", ""01:39:19"")', '(""Brew\'ve Been Served"", ""2014-01-18 13:02:56"", ""2014-01-18 13:31:01"", ""00:28:05"")', '(""Brew\'ve Been Served"", ""2014-01-18 13:31:14"", ""2014-01-18 14:12:01"", ""00:40:47"")', '(""Bean There Done That"", ""2014-01-13 07:23:06"", ""2014-01-13 07:38:01"", ""00:14:55"")', '(""Katerina\'s Café"", ""2014-01-06 12:37:23"", ""2014-01-06 13:57:01"", ""01:19:38"")', '(""Katerina\'s Café"", ""2014-01-06 19:04:05"", ""2014-01-06 20:13:01"", ""01:08:56"")', '(""Katerina\'s Café"", ""2014-01-07 18:55:05"", ""2014-01-07 20:17:01"", ""01:21:56"")', '(""Katerina\'s Café"", ""2014-01-11 18:54:05"", ""2014-01-11 19:12:01"", ""00:17:56"")', '(""Katerina\'s Café"", ""2014-01-14 19:46:05"", ""2014-01-14 20:30:01"", ""00:43:56"")', '(""Katerina\'s Café"", ""2014-01-19 18:28:05"", ""2014-01-19 20:06:01"", ""01:37:56"")', '(""Guy\'s Gyros"", ""2014-01-06 17:37:39"", ""2014-01-06 18:54:01"", ""01:16:22"")', '(""Guy\'s Gyros"", ""2014-01-06 21:08:05"", ""2014-01-07 07:01:01"", ""09:52:56"")', '(""Guy\'s Gyros"", ""2014-01-07 17:45:39"", ""2014-01-07 18:47:01"", ""01:01:22"")', '(""Guy\'s Gyros"", ""2014-01-07 20:46:05"", ""2014-01-08 07:12:01"", ""10:25:56"")', '(""Guy\'s Gyros"", ""2014-01-08 17:48:39"", ""2014-01-08 19:47:01"", ""01:58:22"")', '(""Guy\'s Gyros"", ""2014-01-08 21:22:01"", ""2014-01-09 07:17:01"", ""09:55:00"")', '(""Guy\'s Gyros"", ""2014-01-09 17:51:39"", ""2014-01-09 19:04:01"", ""01:12:22"")', '(""Guy\'s Gyros"", ""2014-01-09 20:57:58"", ""2014-01-09 21:07:01"", ""00:09:03"")', '(""Guy\'s Gyros"", ""2014-01-09 21:07:01"", ""2014-01-10 07:08:01"", ""10:01:00"")', '(""Guy\'s Gyros"", ""2014-01-10 17:54:39"", ""2014-01-10 18:50:01"", ""00:55:22"")', '(""Guy\'s Gyros"", ""2014-01-10 23:39:30"", ""2014-01-11 12:47:01"", ""13:07:31"")', '(""Guy\'s Gyros"", ""2014-01-11 15:28:47"", ""2014-01-11 15:36:01"", ""00:07:14"")', '(""Guy\'s Gyros"", ""2014-01-11 15:36:01"", ""2014-01-11 18:28:01"", ""02:52:00"")', '(""Guy\'s Gyros"", ""2014-01-11 20:57:00"", ""2014-01-12 11:32:01"", ""14:35:01"")', '(""Guy\'s Gyros"", ""2014-01-12 11:32:01"", ""2014-01-12 12:30:01"", ""00:58:00"")', '(""Guy\'s Gyros"", ""2014-01-12 14:15:28"", ""2014-01-12 18:24:01"", ""04:08:33"")', '(""Guy\'s Gyros"", ""2014-01-12 20:56:03"", ""2014-01-12 23:21:01"", ""02:24:58"")', '(""Guy\'s Gyros"", ""2014-01-12 23:21:01"", ""2014-01-13 07:04:01"", ""07:43:00"")', '(""Guy\'s Gyros"", ""2014-01-13 17:53:39"", ""2014-01-13 19:00:01"", ""01:06:22"")', '(""Guy\'s Gyros"", ""2014-01-13 21:09:01"", ""2014-01-14 07:41:01"", ""10:32:00"")', '(""Guy\'s Gyros"", ""2014-01-14 17:51:39"", ""2014-01-14 19:14:01"", ""01:22:22"")', '(""Guy\'s Gyros"", ""2014-01-14 21:19:05"", ""2014-01-15 06:59:01"", ""09:39:56"")', '(""Guy\'s Gyros"", ""2014-01-15 17:53:39"", ""2014-01-15 18:39:01"", ""00:45:22"")', '(""Guy\'s Gyros"", ""2014-01-15 20:40:08"", ""2014-01-16 07:13:01"", ""10:32:53"")', '(""Guy\'s Gyros"", ""2014-01-16 17:43:39"", ""2014-01-16 18:37:01"", ""00:53:22"")', '(""Guy\'s Gyros"", ""2014-01-16 20:38:05"", ""2014-01-17 07:13:01"", ""10:34:56"")', '(""Guy\'s Gyros"", ""2014-01-17 17:50:39"", ""2014-01-17 19:35:01"", ""01:44:22"")', '(""Guy\'s Gyros"", ""2014-01-17 20:33:00"", ""2014-01-18 12:38:01"", ""16:05:01"")', '(""Guy\'s Gyros"", ""2014-01-18 15:39:45"", ""2014-01-18 18:21:01"", ""02:41:16"")', '(""Guy\'s Gyros"", ""2014-01-18 19:40:05"", ""2014-01-19 18:13:01"", ""22:32:56"")']"
Lidelse Dedos,Marin Onda,15,"['(""Hallowed Grounds"", ""2014-01-06 07:29:46"", ""2014-01-06 07:38:01"", ""00:08:15"")', '(""Hallowed Grounds"", ""2014-01-07 07:36:01"", ""2014-01-07 07:43:01"", ""00:07:00"")', '(""Hallowed Grounds"", ""2014-01-08 07:15:46"", ""2014-01-08 07:40:01"", ""00:24:15"")', '(""Hallowed Grounds"", ""2014-01-09 07:20:46"", ""2014-01-09 07:44:01"", ""00:23:15"")', '(""Hallowed Grounds"", ""2014-01-10 07:17:40"", ""2014-01-10 07:44:01"", ""00:26:21"")', '(""Hallowed Grounds"", ""2014-01-16 07:26:40"", ""2014-01-16 07:52:01"", ""00:25:21"")', '(""Hallowed Grounds"", ""2014-01-17 07:31:46"", ""2014-01-17 07:33:01"", ""00:01:15"")', '(""General Grocer"", ""2014-01-07 12:18:16"", ""2014-01-07 13:37:01"", ""01:18:45"")', '(""Roberts and Sons"", ""2014-01-10 12:27:17"", ""2014-01-10 13:40:01"", ""01:12:44"")', '(""White Building"", ""2014-01-10 20:10:02"", ""2014-01-10 23:30:01"", ""03:19:59"")', '(""Katerina\'s Café"", ""2014-01-07 19:30:01"", ""2014-01-07 20:17:01"", ""00:47:00"")', '(""Katerina\'s Café"", ""2014-01-08 19:52:01"", ""2014-01-08 20:10:01"", ""00:18:00"")', '(""Katerina\'s Café"", ""2014-01-11 18:54:05"", ""2014-01-11 19:53:01"", ""00:58:56"")', '(""Katerina\'s Café"", ""2014-01-13 19:29:04"", ""2014-01-13 20:35:01"", ""01:05:57"")', '(""Katerina\'s Café"", ""2014-01-18 18:24:05"", ""2014-01-18 19:37:01"", ""01:12:56"")']"
Kare Orilla,Lidelse Dedos,17,"['(""Hallowed Grounds"", ""2014-01-06 07:36:26"", ""2014-01-06 07:52:01"", ""00:15:35"")', '(""Hallowed Grounds"", ""2014-01-07 07:24:26"", ""2014-01-07 07:43:01"", ""00:18:35"")', '(""Hallowed Grounds"", ""2014-01-08 07:21:26"", ""2014-01-08 07:48:01"", ""00:26:35"")', '(""Hallowed Grounds"", ""2014-01-09 07:27:26"", ""2014-01-09 07:59:01"", ""00:31:35"")', '(""Hallowed Grounds"", ""2014-01-10 07:27:26"", ""2014-01-10 07:44:01"", ""00:16:35"")', '(""Hallowed Grounds"", ""2014-01-14 07:50:26"", ""2014-01-14 07:57:01"", ""00:06:35"")', '(""Hallowed Grounds"", ""2014-01-16 07:16:46"", ""2014-01-16 07:51:01"", ""00:34:15"")', '(""Hallowed Grounds"", ""2014-01-17 07:35:26"", ""2014-01-17 08:00:01"", ""00:24:35"")', '(""Roberts and Sons"", ""2014-01-09 12:38:17"", ""2014-01-09 13:50:01"", ""01:11:44"")', '(""Roberts and Sons"", ""2014-01-10 12:33:17"", ""2014-01-10 14:07:01"", ""01:33:44"")', '(""Roberts and Sons"", ""2014-01-15 12:23:17"", ""2014-01-15 13:42:01"", ""01:18:44"")', '(""Katerina\'s Café"", ""2014-01-06 19:06:01"", ""2014-01-06 20:13:01"", ""01:07:00"")', '(""Katerina\'s Café"", ""2014-01-07 19:20:01"", ""2014-01-07 20:17:01"", ""00:57:00"")', '(""Katerina\'s Café"", ""2014-01-11 18:54:05"", ""2014-01-11 20:38:01"", ""01:43:56"")', '(""Katerina\'s Café"", ""2014-01-12 18:58:01"", ""2014-01-12 19:50:01"", ""00:52:00"")', '(""Katerina\'s Café"", ""2014-01-13 12:40:23"", ""2014-01-13 13:43:01"", ""01:02:38"")', '(""Katerina\'s Café"", ""2014-01-14 19:17:05"", ""2014-01-14 20:30:01"", ""01:12:56"")']"
Hennie Osvaldo,Lidelse Dedos,31,"['(""Hallowed Grounds"", ""2014-01-09 07:44:46"", ""2014-01-09 07:59:01"", ""00:14:15"")', '(""Hallowed Grounds"", ""2014-01-16 07:51:46"", ""2014-01-16 07:55:01"", ""00:03:15"")', '(""General Grocer"", ""2014-01-07 12:18:16"", ""2014-01-07 13:44:01"", ""01:25:45"")', '(""General Grocer"", ""2014-01-16 12:23:54"", ""2014-01-16 13:41:01"", ""01:17:07"")', '(""Roberts and Sons"", ""2014-01-17 12:43:45"", ""2014-01-17 13:44:01"", ""01:00:16"")', '(""Katerina\'s Café"", ""2014-01-06 19:32:05"", ""2014-01-06 20:13:01"", ""00:40:56"")', '(""Katerina\'s Café"", ""2014-01-07 19:08:05"", ""2014-01-07 20:17:01"", ""01:08:56"")', '(""Katerina\'s Café"", ""2014-01-11 18:54:05"", ""2014-01-11 20:19:01"", ""01:24:56"")', '(""Katerina\'s Café"", ""2014-01-12 18:50:01"", ""2014-01-12 20:14:01"", ""01:24:00"")', '(""Katerina\'s Café"", ""2014-01-13 12:28:23"", ""2014-01-13 13:40:01"", ""01:11:38"")', '(""Katerina\'s Café"", ""2014-01-13 19:31:05"", ""2014-01-13 21:04:01"", ""01:32:56"")', '(""Katerina\'s Café"", ""2014-01-18 18:36:45"", ""2014-01-18 19:37:01"", ""01:00:16"")', '(""Guy\'s Gyros"", ""2014-01-06 17:48:36"", ""2014-01-06 17:53:01"", ""00:04:25"")', '(""Guy\'s Gyros"", ""2014-01-06 17:53:01"", ""2014-01-06 19:01:01"", ""01:08:00"")', '(""Guy\'s Gyros"", ""2014-01-07 17:45:39"", ""2014-01-07 18:47:01"", ""01:01:22"")', '(""Guy\'s Gyros"", ""2014-01-08 17:48:39"", ""2014-01-08 19:47:01"", ""01:58:22"")', '(""Guy\'s Gyros"", ""2014-01-08 21:22:01"", ""2014-01-09 07:17:01"", ""09:55:00"")', '(""Guy\'s Gyros"", ""2014-01-09 17:47:39"", ""2014-01-09 18:36:01"", ""00:48:22"")', '(""Guy\'s Gyros"", ""2014-01-10 17:54:39"", ""2014-01-10 18:50:01"", ""00:55:22"")', '(""Guy\'s Gyros"", ""2014-01-11 20:57:00"", ""2014-01-12 11:32:01"", ""14:35:01"")', '(""Guy\'s Gyros"", ""2014-01-12 11:32:01"", ""2014-01-12 12:30:01"", ""00:58:00"")', '(""Guy\'s Gyros"", ""2014-01-12 14:15:28"", ""2014-01-12 18:24:01"", ""04:08:33"")', '(""Guy\'s Gyros"", ""2014-01-12 20:56:03"", ""2014-01-12 23:21:01"", ""02:24:58"")', '(""Guy\'s Gyros"", ""2014-01-12 23:21:01"", ""2014-01-13 07:05:01"", ""07:44:00"")', '(""Guy\'s Gyros"", ""2014-01-13 17:53:39"", ""2014-01-13 19:00:01"", ""01:06:22"")', '(""Guy\'s Gyros"", ""2014-01-14 17:46:39"", ""2014-01-14 19:14:01"", ""01:27:22"")', '(""Guy\'s Gyros"", ""2014-01-15 17:53:39"", ""2014-01-15 18:49:01"", ""00:55:22"")', '(""Guy\'s Gyros"", ""2014-01-15 20:40:08"", ""2014-01-16 07:13:01"", ""10:32:53"")', '(""Guy\'s Gyros"", ""2014-01-16 17:50:39"", ""2014-01-16 18:43:01"", ""00:52:22"")', '(""Guy\'s Gyros"", ""2014-01-17 17:45:39"", ""2014-01-17 19:14:01"", ""01:28:22"")', '(""Guy\'s Gyros"", ""2014-01-18 20:11:05"", ""2014-01-19 18:25:01"", ""22:13:56"")']"
