Person 1,Person 2,Meeting Times,Meeting Information
Isia Vann,Loreto Bodrogi,6,"[('Coffee Snack', '2014-01-07 07:30:01', '2014-01-07 07:30:44'), (""Katerina's Café"", '2014-01-13 07:33:01', '2014-01-13 07:33:36'), ('Spetson Park', '2014-01-07 03:25:01', '2014-01-07 03:25:01'), (""Frydos Autosupply n' More"", '2014-01-09 17:33:01', '2014-01-09 17:33:46'), (""Frydos Autosupply n' More"", '2014-01-10 17:29:01', '2014-01-10 17:29:46'), (""Frydos Autosupply n' More"", '2014-01-18 20:15:01', '2014-01-18 20:15:45')]"
Isia Vann,Minke Mies,3,"[(""Katerina's Café"", '2014-01-13 07:33:01', '2014-01-13 07:35:36'), (""Katerina's Café"", '2014-01-18 18:39:01', '2014-01-18 18:40:45'), ('Roberts and Sons', '2014-01-16 19:18:01', '2014-01-16 19:18:39')]"
Isia Vann,Orhan Strum,2,"[(""Katerina's Café"", '2014-01-14 11:57:01', '2014-01-14 11:58:23'), (""Albert's Fine Clothing"", '2014-01-16 12:18:01', '2014-01-16 12:24:27')]"
Isia Vann,Stenig Fusil,4,"[(""Katerina's Café"", '2014-01-06 07:15:01', '2014-01-06 07:17:36'), (""Katerina's Café"", '2014-01-14 07:10:01', '2014-01-14 07:12:36'), (""Katerina's Café"", '2014-01-15 07:23:01', '2014-01-15 07:25:36'), (""Brew've Been Served"", '2014-01-07 11:56:01', '2014-01-07 11:57:42')]"
Isia Vann,Sven Flecha,1,"[(""Katerina's Café"", '2014-01-09 07:30:01', '2014-01-09 07:32:36')]"
Isia Vann,Vira Frente,1,"[('Roberts and Sons', '2014-01-17 11:56:01', '2014-01-17 12:01:17')]"
Isia Vann,nan nan,1,"[(""Katerina's Café"", '2014-01-14 11:57:01', '2014-01-14 11:59:03')]"
Kanon Herrero,Adra Nubarron,1,"[(""Guy's Gyros"", '2014-01-08 17:39:01', '2014-01-08 17:39:16')]"
Kanon Herrero,Axel Calzas,1,"[(""Albert's Fine Clothing"", '2014-01-09 12:13:01', '2014-01-09 12:19:27')]"
Kanon Herrero,Bertrand Ovan,1,"[(""Guy's Gyros"", '2014-01-16 17:43:01', '2014-01-16 17:44:25')]"
Kanon Herrero,Birgitta Frente,6,"[(""Katerina's Café"", '2014-01-06 12:34:01', '2014-01-06 12:35:23'), (""Guy's Gyros"", '2014-01-10 17:22:01', '2014-01-10 17:22:39'), (""Guy's Gyros"", '2014-01-15 20:07:01', '2014-01-15 20:09:02'), (""Guy's Gyros"", '2014-01-16 20:38:01', '2014-01-16 20:38:05'), (""Guy's Gyros"", '2014-01-17 17:45:01', '2014-01-17 17:46:42'), ('White Building', '2014-01-10 19:03:01', '2014-01-10 19:04:01')]"
Kanon Herrero,Brand Tempestad,7,"[(""Albert's Fine Clothing"", '2014-01-09 12:14:01', '2014-01-09 12:22:27'), (""Guy's Gyros"", '2014-01-10 23:37:01', '2014-01-10 23:44:01'), (""Guy's Gyros"", '2014-01-11 19:33:01', '2014-01-11 19:35:02'), (""Guy's Gyros"", '2014-01-14 17:25:01', '2014-01-14 17:25:42'), (""Guy's Gyros"", '2014-01-15 17:26:01', '2014-01-15 17:29:38'), (""Guy's Gyros"", '2014-01-15 20:08:01', '2014-01-15 20:09:02'), (""Guy's Gyros"", '2014-01-17 17:42:01', '2014-01-17 17:46:38')]"
Kanon Herrero,Felix Balas,2,"[(""Albert's Fine Clothing"", '2014-01-09 12:16:01', '2014-01-09 12:22:27'), ('White Building', '2014-01-10 19:03:01', '2014-01-10 19:03:45')]"
Kanon Herrero,Felix Resumir,2,"[(""Guy's Gyros"", '2014-01-08 17:41:01', '2014-01-08 17:43:42'), (""Guy's Gyros"", '2014-01-17 17:42:01', '2014-01-17 17:43:16')]"
Kanon Herrero,Hennie Osvaldo,6,"[(""Katerina's Café"", '2014-01-13 19:29:01', '2014-01-13 19:31:02'), (""Guy's Gyros"", '2014-01-06 17:43:01', '2014-01-06 17:43:42'), (""Guy's Gyros"", '2014-01-10 17:26:01', '2014-01-10 17:26:42'), (""Guy's Gyros"", '2014-01-15 17:30:01', '2014-01-15 17:30:42'), (""Guy's Gyros"", '2014-01-16 17:45:01', '2014-01-16 17:47:42'), (""Guy's Gyros"", '2014-01-17 17:42:01', '2014-01-17 17:43:39')]"
Kanon Herrero,Hideki Cocinaro,1,"[('Roberts and Sons', '2014-01-17 12:27:01', '2014-01-17 12:29:17')]"
Kanon Herrero,Isak Baza,2,"[('Ouzeri Elian', '2014-01-19 18:47:01', '2014-01-19 18:51:09'), ('White Building', '2014-01-10 18:54:01', '2014-01-10 19:02:25')]"
Kanon Herrero,Kare Orilla,2,"[(""Katerina's Café"", '2014-01-15 18:52:01', '2014-01-15 18:54:02'), (""Katerina's Café"", '2014-01-16 19:13:01', '2014-01-16 19:15:02')]"
Kanon Herrero,Lidelse Dedos,5,"[(""Guy's Gyros"", '2014-01-08 17:43:01', '2014-01-08 17:43:42'), (""Guy's Gyros"", '2014-01-10 23:33:01', '2014-01-10 23:39:30'), (""Guy's Gyros"", '2014-01-16 17:43:01', '2014-01-16 17:43:39'), (""Guy's Gyros"", '2014-01-17 17:42:01', '2014-01-17 17:45:39'), ('White Building', '2014-01-10 18:53:01', '2014-01-10 18:59:30')]"
Kanon Herrero,Linnea Bergen,5,"[(""Katerina's Café"", '2014-01-16 19:14:01', '2014-01-16 19:15:02'), (""Guy's Gyros"", '2014-01-07 20:14:01', '2014-01-07 20:15:02'), (""Guy's Gyros"", '2014-01-09 17:28:01', '2014-01-09 17:30:42'), (""Guy's Gyros"", '2014-01-17 17:42:01', '2014-01-17 17:46:42'), ('Coffee Cameleon', '2014-01-13 07:53:01', '2014-01-13 07:53:42')]"
Kanon Herrero,Lucas Alcazar,2,"[(""Albert's Fine Clothing"", '2014-01-12 13:01:01', '2014-01-12 13:03:59'), ('White Building', '2014-01-10 19:00:01', '2014-01-10 19:04:01')]"
Kanon Herrero,Marin Onda,1,"[(""Katerina's Café"", '2014-01-13 19:29:01', '2014-01-13 19:29:04')]"
Kanon Herrero,Minke Mies,4,"[(""Guy's Gyros"", '2014-01-06 17:39:01', '2014-01-06 17:43:42'), (""Guy's Gyros"", '2014-01-16 17:47:01', '2014-01-16 17:47:42'), (""Guy's Gyros"", '2014-01-17 17:42:01', '2014-01-17 17:46:42'), ('Coffee Cameleon', '2014-01-17 07:20:01', '2014-01-17 07:22:25')]"
Kanon Herrero,Sten Sanjorge Jr.,1,"[('Roberts and Sons', '2014-01-17 12:21:01', '2014-01-17 12:23:17')]"
Kanon Herrero,Stenig Fusil,1,"[('Coffee Cameleon', '2014-01-17 07:20:01', '2014-01-17 07:22:42')]"
Kanon Herrero,Sven Flecha,4,"[(""Guy's Gyros"", '2014-01-07 17:34:01', '2014-01-07 17:35:42'), (""Guy's Gyros"", '2014-01-07 20:14:01', '2014-01-07 20:14:23'), (""Guy's Gyros"", '2014-01-09 17:28:01', '2014-01-09 17:30:42'), (""Guy's Gyros"", '2014-01-15 17:26:01', '2014-01-15 17:28:38')]"
Kanon Herrero,Varja Lagos,1,"[(""Guy's Gyros"", '2014-01-07 17:31:01', '2014-01-07 17:32:16')]"
Kanon Herrero,Vira Frente,1,"[(""Katerina's Café"", '2014-01-11 12:40:01', '2014-01-11 12:41:02')]"
Kanon Herrero,Willem Vasco-Pais,3,"[('General Grocer', '2014-01-14 12:37:01', '2014-01-14 12:42:16'), ('Roberts and Sons', '2014-01-17 12:29:01', '2014-01-17 12:29:17'), (""Brew've Been Served"", '2014-01-13 12:21:01', '2014-01-13 12:21:42')]"
Kare Orilla,Bertrand Ovan,3,"[(""Katerina's Café"", '2014-01-14 18:50:15', '2014-01-14 18:51:21'), ('Roberts and Sons', '2014-01-08 12:21:47', '2014-01-08 12:22:26'), ('Roberts and Sons', '2014-01-16 12:25:12', '2014-01-16 12:28:26')]"
Kare Orilla,Birgitta Frente,1,"[('Hallowed Grounds', '2014-01-08 07:20:01', '2014-01-08 07:21:26')]"
Kare Orilla,Felix Balas,1,"[('Roberts and Sons', '2014-01-16 12:20:01', '2014-01-16 12:21:26')]"
Kare Orilla,Felix Resumir,2,"[('Roberts and Sons', '2014-01-15 12:19:01', '2014-01-15 12:23:17'), ('Roberts and Sons', '2014-01-16 12:20:01', '2014-01-16 12:22:17')]"
Kare Orilla,Hennie Osvaldo,1,"[(""Katerina's Café"", '2014-01-11 18:46:01', '2014-01-11 18:47:06')]"
Kare Orilla,Hideki Cocinaro,1,"[('Roberts and Sons', '2014-01-16 12:20:01', '2014-01-16 12:25:17')]"
Kare Orilla,Inga Ferro,1,"[('Roberts and Sons', '2014-01-10 12:25:01', '2014-01-10 12:25:57')]"
Kare Orilla,Ingrid Barranco,1,"[('Roberts and Sons', '2014-01-15 12:15:01', '2014-01-15 12:19:17')]"
Kare Orilla,Kanon Herrero,2,"[(""Katerina's Café"", '2014-01-15 18:52:01', '2014-01-15 18:54:02'), (""Katerina's Café"", '2014-01-16 19:13:01', '2014-01-16 19:15:02')]"
Kare Orilla,Lidelse Dedos,2,"[(""Katerina's Café"", '2014-01-06 19:01:01', '2014-01-06 19:04:05'), ('Roberts and Sons', '2014-01-10 12:25:01', '2014-01-10 12:27:17')]"
Kare Orilla,Linnea Bergen,1,"[(""Katerina's Café"", '2014-01-16 19:14:01', '2014-01-16 19:15:21')]"
Kare Orilla,Lucas Alcazar,3,"[('General Grocer', '2014-01-06 12:18:01', '2014-01-06 12:23:16'), ('Roberts and Sons', '2014-01-15 12:23:01', '2014-01-15 12:23:17'), ('Hallowed Grounds', '2014-01-06 07:36:01', '2014-01-06 07:36:26')]"
Kare Orilla,Marin Onda,2,"[('Roberts and Sons', '2014-01-14 12:28:01', '2014-01-14 12:28:17'), ('Taxiarchon Park', '2014-01-10 17:30:01', '2014-01-10 17:34:51')]"
Kare Orilla,Nils Calixto,1,"[('Hallowed Grounds', '2014-01-07 07:22:01', '2014-01-07 07:22:04')]"
Kare Orilla,Orhan Strum,1,"[('Taxiarchon Park', '2014-01-07 20:55:01', '2014-01-07 20:57:21')]"
Kare Orilla,Sten Sanjorge Jr.,1,"[('Hallowed Grounds', '2014-01-17 07:33:01', '2014-01-17 07:35:26')]"
Kare Orilla,Sven Flecha,3,"[('Roberts and Sons', '2014-01-09 12:30:01', '2014-01-09 12:33:26'), ('Roberts and Sons', '2014-01-15 12:15:01', '2014-01-15 12:22:17'), ('Roberts and Sons', '2014-01-16 12:20:01', '2014-01-16 12:20:26')]"
Kare Orilla,Vira Frente,1,"[('Roberts and Sons', '2014-01-15 12:15:01', '2014-01-15 12:19:26')]"
Kare Orilla,Willem Vasco-Pais,1,"[('Roberts and Sons', '2014-01-08 12:18:01', '2014-01-08 12:22:26')]"
Lars Azada,Ada Campo-Corrente,1,"[(""Albert's Fine Clothing"", '2014-01-16 12:04:01', '2014-01-16 12:08:27')]"
Lars Azada,Axel Calzas,12,"[(""Albert's Fine Clothing"", '2014-01-13 18:39:01', '2014-01-13 18:41:09'), (""Albert's Fine Clothing"", '2014-01-16 11:59:01', '2014-01-16 12:07:27'), ('Bean There Done That', '2014-01-13 07:42:01', '2014-01-13 07:43:22'), ('White Building', '2014-01-06 17:17:01', '2014-01-06 17:25:27'), ('White Building', '2014-01-07 17:31:01', '2014-01-07 17:35:27'), ('White Building', '2014-01-08 17:11:01', '2014-01-08 17:17:28'), ('White Building', '2014-01-09 17:26:01', '2014-01-09 17:29:28'), ('White Building', '2014-01-13 20:49:01', '2014-01-13 20:50:13'), ('White Building', '2014-01-14 17:21:01', '2014-01-14 17:25:27'), ('White Building', '2014-01-15 17:17:01', '2014-01-15 17:17:27'), ('White Building', '2014-01-16 17:20:01', '2014-01-16 17:29:27'), ('White Building', '2014-01-17 17:22:01', '2014-01-17 17:22:28')]"
Lars Azada,Birgitta Frente,1,"[(""Brew've Been Served"", '2014-01-09 12:20:01', '2014-01-09 12:21:42')]"
Lars Azada,Edvard Vann,3,"[(""Albert's Fine Clothing"", '2014-01-11 18:12:01', '2014-01-11 18:14:13'), ('Roberts and Sons', '2014-01-07 12:07:01', '2014-01-07 12:13:17'), (""Brew've Been Served"", '2014-01-15 12:18:01', '2014-01-15 12:21:42')]"
Lars Azada,Elsa Orilla,3,"[('White Building', '2014-01-07 17:41:01', '2014-01-07 17:41:28'), ('White Building', '2014-01-13 17:18:01', '2014-01-13 17:26:41'), ('White Building', '2014-01-15 19:58:01', '2014-01-15 20:00:13')]"
Lars Azada,Felix Balas,4,"[('Bean There Done That', '2014-01-10 07:42:01', '2014-01-10 07:43:48'), ('White Building', '2014-01-14 17:29:01', '2014-01-14 17:31:28'), ('White Building', '2014-01-16 17:29:01', '2014-01-16 17:30:28'), ('White Building', '2014-01-16 20:18:01', '2014-01-16 20:20:28')]"
Lars Azada,Gustav Cazar,9,"[(""Albert's Fine Clothing"", '2014-01-18 18:23:01', '2014-01-18 18:23:13'), ('White Building', '2014-01-06 17:18:01', '2014-01-06 17:27:28'), ('White Building', '2014-01-08 17:10:00', '2014-01-08 17:17:28'), ('White Building', '2014-01-09 17:23:01', '2014-01-09 17:29:28'), ('White Building', '2014-01-13 17:26:01', '2014-01-13 17:28:28'), ('White Building', '2014-01-14 17:21:01', '2014-01-14 17:30:57'), ('White Building', '2014-01-16 17:20:01', '2014-01-16 17:29:57'), ('White Building', '2014-01-17 17:12:01', '2014-01-17 17:22:28'), ('White Building', '2014-01-19 20:25:01', '2014-01-19 20:25:10')]"
Lars Azada,Hideki Cocinaro,1,"[('Roberts and Sons', '2014-01-07 12:07:01', '2014-01-07 12:13:17')]"
Lars Azada,Ingrid Barranco,1,"[('Roberts and Sons', '2014-01-07 12:09:01', '2014-01-07 12:13:17')]"
Lars Azada,Isak Baza,1,"[('Roberts and Sons', '2014-01-07 12:08:01', '2014-01-07 12:13:17')]"
Lars Azada,Linnea Bergen,1,"[(""Albert's Fine Clothing"", '2014-01-16 11:59:01', '2014-01-16 12:02:27')]"
Lars Azada,Marin Onda,1,"[(""Albert's Fine Clothing"", '2014-01-16 11:59:01', '2014-01-16 12:07:27')]"
Lars Azada,Orhan Strum,1,"[('General Grocer', '2014-01-13 11:58:01', '2014-01-13 12:04:16')]"
Lars Azada,Stenig Fusil,1,"[('Roberts and Sons', '2014-01-08 12:01:01', '2014-01-08 12:05:26')]"
Lars Azada,Vira Frente,1,"[(""Albert's Fine Clothing"", '2014-01-18 18:23:01', '2014-01-18 18:24:53')]"
Lars Azada,Willem Vasco-Pais,1,"[(""Albert's Fine Clothing"", '2014-01-18 18:23:01', '2014-01-18 18:25:13')]"
Lidelse Dedos,Ada Campo-Corrente,1,"[('General Grocer', '2014-01-07 12:12:01', '2014-01-07 12:16:16')]"
Lidelse Dedos,Adra Nubarron,4,"[(""Guy's Gyros"", '2014-01-07 17:40:01', '2014-01-07 17:41:16'), (""Guy's Gyros"", '2014-01-09 17:36:01', '2014-01-09 17:39:39'), (""Guy's Gyros"", '2014-01-13 17:53:01', '2014-01-13 17:53:39'), (""Guy's Gyros"", '2014-01-15 17:53:01', '2014-01-15 17:53:39')]"
Lidelse Dedos,Bertrand Ovan,3,"[(""Katerina's Café"", '2014-01-07 18:47:29', '2014-01-07 18:49:30'), (""Guy's Gyros"", '2014-01-14 17:41:01', '2014-01-14 17:41:16'), (""Guy's Gyros"", '2014-01-16 17:39:44', '2014-01-16 17:43:39')]"
Lidelse Dedos,Birgitta Frente,7,"[(""Guy's Gyros"", '2014-01-06 17:32:01', '2014-01-06 17:33:39'), (""Guy's Gyros"", '2014-01-07 17:40:01', '2014-01-07 17:43:39'), (""Guy's Gyros"", '2014-01-14 17:46:01', '2014-01-14 17:46:39'), (""Guy's Gyros"", '2014-01-17 17:45:01', '2014-01-17 17:45:39'), (""Brew've Been Served"", '2014-01-14 12:07:01', '2014-01-14 12:08:42'), ('Bean There Done That', '2014-01-13 07:05:01', '2014-01-13 07:22:06'), ('Hallowed Grounds', '2014-01-14 07:43:01', '2014-01-14 07:44:46')]"
Lidelse Dedos,Brand Tempestad,6,"[(""Guy's Gyros"", '2014-01-06 17:32:01', '2014-01-06 17:37:38'), (""Guy's Gyros"", '2014-01-07 20:19:01', '2014-01-07 20:20:05'), (""Guy's Gyros"", '2014-01-09 17:39:01', '2014-01-09 17:39:39'), (""Guy's Gyros"", '2014-01-10 23:37:01', '2014-01-10 23:39:30'), (""Guy's Gyros"", '2014-01-16 17:38:01', '2014-01-16 17:38:38'), (""Guy's Gyros"", '2014-01-17 17:41:01', '2014-01-17 17:45:39')]"
Lidelse Dedos,Elsa Orilla,1,"[(""Brew've Been Served"", '2014-01-15 18:51:01', '2014-01-15 18:52:08')]"
Lidelse Dedos,Felix Balas,1,"[('Bean There Done That', '2014-01-13 07:06:01', '2014-01-13 07:09:48')]"
Lidelse Dedos,Felix Resumir,4,"[(""Katerina's Café"", '2014-01-06 12:27:01', '2014-01-06 12:27:23'), (""Guy's Gyros"", '2014-01-08 17:43:01', '2014-01-08 17:45:16'), (""Guy's Gyros"", '2014-01-09 17:34:01', '2014-01-09 17:38:16'), (""Guy's Gyros"", '2014-01-17 17:40:01', '2014-01-17 17:43:16')]"
Lidelse Dedos,Gustav Cazar,1,"[(""Brew've Been Served"", '2014-01-18 13:31:01', '2014-01-18 13:31:14')]"
Lidelse Dedos,Hennie Osvaldo,3,"[('General Grocer', '2014-01-07 12:12:01', '2014-01-07 12:17:16'), ('General Grocer', '2014-01-16 12:19:01', '2014-01-16 12:23:16'), (""Guy's Gyros"", '2014-01-17 17:40:01', '2014-01-17 17:43:39')]"
Lidelse Dedos,Hideki Cocinaro,1,"[('Hallowed Grounds', '2014-01-08 07:12:01', '2014-01-08 07:15:46')]"
Lidelse Dedos,Inga Ferro,1,"[('Roberts and Sons', '2014-01-10 12:19:01', '2014-01-10 12:25:57')]"
Lidelse Dedos,Ingrid Barranco,1,"[('Roberts and Sons', '2014-01-15 12:11:01', '2014-01-15 12:11:26')]"
Lidelse Dedos,Isak Baza,1,"[('White Building', '2014-01-10 18:54:01', '2014-01-10 18:59:30')]"
Lidelse Dedos,Isia Vann,1,"[('Roberts and Sons', '2014-01-17 11:56:01', '2014-01-17 12:04:17')]"
Lidelse Dedos,Kanon Herrero,5,"[(""Guy's Gyros"", '2014-01-08 17:43:01', '2014-01-08 17:43:42'), (""Guy's Gyros"", '2014-01-10 23:33:01', '2014-01-10 23:39:30'), (""Guy's Gyros"", '2014-01-16 17:43:01', '2014-01-16 17:43:39'), (""Guy's Gyros"", '2014-01-17 17:42:01', '2014-01-17 17:45:39'), ('White Building', '2014-01-10 18:53:01', '2014-01-10 18:59:30')]"
Lidelse Dedos,Kare Orilla,2,"[(""Katerina's Café"", '2014-01-06 19:01:01', '2014-01-06 19:04:05'), ('Roberts and Sons', '2014-01-10 12:25:01', '2014-01-10 12:27:17')]"
Lidelse Dedos,Linnea Bergen,9,"[(""Katerina's Café"", '2014-01-08 19:47:01', '2014-01-08 19:47:02'), (""Guy's Gyros"", '2014-01-06 17:32:01', '2014-01-06 17:34:42'), (""Guy's Gyros"", '2014-01-06 20:14:01', '2014-01-06 20:16:02'), (""Guy's Gyros"", '2014-01-07 17:45:01', '2014-01-07 17:45:39'), (""Guy's Gyros"", '2014-01-08 21:17:01', '2014-01-08 21:17:02'), (""Guy's Gyros"", '2014-01-13 17:50:01', '2014-01-13 17:53:39'), (""Guy's Gyros"", '2014-01-16 17:38:01', '2014-01-16 17:38:42'), (""Guy's Gyros"", '2014-01-17 17:42:01', '2014-01-17 17:45:39'), ('White Building', '2014-01-10 18:50:01', '2014-01-10 18:51:01')]"
Lidelse Dedos,Lucas Alcazar,2,"[(""Katerina's Café"", '2014-01-11 18:53:01', '2014-01-11 18:54:05'), (""Katerina's Café"", '2014-01-13 12:25:01', '2014-01-13 12:28:23')]"
Lidelse Dedos,Marin Onda,1,"[(""Katerina's Café"", '2014-01-18 18:21:01', '2014-01-18 18:23:04')]"
Lidelse Dedos,Minke Mies,6,"[('Roberts and Sons', '2014-01-10 12:20:01', '2014-01-10 12:22:38'), (""Guy's Gyros"", '2014-01-08 17:44:01', '2014-01-08 17:48:39'), (""Guy's Gyros"", '2014-01-10 17:52:01', '2014-01-10 17:54:39'), (""Guy's Gyros"", '2014-01-14 17:46:01', '2014-01-14 17:46:39'), (""Guy's Gyros"", '2014-01-17 17:42:01', '2014-01-17 17:45:39'), (""Guy's Gyros"", '2014-01-18 19:38:01', '2014-01-18 19:40:05')]"
Lidelse Dedos,Nils Calixto,1,"[('General Grocer', '2014-01-07 12:12:01', '2014-01-07 12:15:16')]"
Lidelse Dedos,Orhan Strum,1,"[('Roberts and Sons', '2014-01-15 12:03:01', '2014-01-15 12:10:26')]"
Lidelse Dedos,Sten Sanjorge Jr.,1,"[('Hallowed Grounds', '2014-01-17 07:31:01', '2014-01-17 07:31:46')]"
Lidelse Dedos,Varja Lagos,2,"[('Roberts and Sons', '2014-01-10 12:19:01', '2014-01-10 12:23:26'), (""Guy's Gyros"", '2014-01-06 17:32:01', '2014-01-06 17:36:50')]"
Lidelse Dedos,Vira Frente,4,"[('Roberts and Sons', '2014-01-09 12:00:01', '2014-01-09 12:03:26'), ('Roberts and Sons', '2014-01-15 12:11:01', '2014-01-15 12:11:26'), ('Roberts and Sons', '2014-01-17 11:56:01', '2014-01-17 12:01:17'), ('Bean There Done That', '2014-01-13 07:12:01', '2014-01-13 07:15:49')]"
Lidelse Dedos,Willem Vasco-Pais,1,"[(""Brew've Been Served"", '2014-01-18 13:31:01', '2014-01-18 13:31:14')]"
Linnea Bergen,Ada Campo-Corrente,1,"[('Roberts and Sons', '2014-01-18 12:23:01', '2014-01-18 12:27:33')]"
Linnea Bergen,Adra Nubarron,6,"[(""Guy's Gyros"", '2014-01-10 17:43:01', '2014-01-10 17:45:42'), (""Guy's Gyros"", '2014-01-13 17:53:01', '2014-01-13 17:54:42'), (""Guy's Gyros"", '2014-01-14 17:54:01', '2014-01-14 17:57:16'), (""Guy's Gyros"", '2014-01-16 17:34:01', '2014-01-16 17:35:16'), (""Guy's Gyros"", '2014-01-16 21:00:01', '2014-01-16 21:02:02'), (""Guy's Gyros"", '2014-01-17 20:23:01', '2014-01-17 20:25:02')]"
Linnea Bergen,Axel Calzas,3,"[(""Albert's Fine Clothing"", '2014-01-16 11:58:01', '2014-01-16 12:02:27'), (""Brew've Been Served"", '2014-01-09 19:06:01', '2014-01-09 19:06:53'), ('White Building', '2014-01-10 18:45:01', '2014-01-10 18:45:31')]"
Linnea Bergen,Bertrand Ovan,5,"[(""Katerina's Café"", '2014-01-15 19:10:51', '2014-01-15 19:12:02'), (""Guy's Gyros"", '2014-01-15 17:41:01', '2014-01-15 17:42:39'), (""Guy's Gyros"", '2014-01-18 15:44:01', '2014-01-18 15:47:33'), ('Coffee Cameleon', '2014-01-10 07:06:01', '2014-01-10 07:06:14'), ('Coffee Cameleon', '2014-01-15 07:31:36', '2014-01-15 07:32:42')]"
Linnea Bergen,Birgitta Frente,5,"[(""Guy's Gyros"", '2014-01-06 17:30:01', '2014-01-06 17:33:39'), (""Guy's Gyros"", '2014-01-10 22:29:01', '2014-01-10 22:31:01'), (""Guy's Gyros"", '2014-01-15 17:41:01', '2014-01-15 17:42:39'), (""Guy's Gyros"", '2014-01-17 17:45:01', '2014-01-17 17:46:42'), (""Guy's Gyros"", '2014-01-17 20:25:01', '2014-01-17 20:25:02')]"
Linnea Bergen,Brand Tempestad,3,"[(""Guy's Gyros"", '2014-01-06 17:32:01', '2014-01-06 17:34:42'), (""Guy's Gyros"", '2014-01-16 17:34:01', '2014-01-16 17:38:38'), (""Guy's Gyros"", '2014-01-17 17:42:01', '2014-01-17 17:46:38')]"
Linnea Bergen,Edvard Vann,1,"[(""Albert's Fine Clothing"", '2014-01-08 12:10:01', '2014-01-08 12:17:27')]"
Linnea Bergen,Elsa Orilla,2,"[(""Katerina's Café"", '2014-01-11 18:20:01', '2014-01-11 18:22:02'), ('Roberts and Sons', '2014-01-11 12:32:01', '2014-01-11 12:37:40')]"
Linnea Bergen,Felix Balas,1,"[(""Albert's Fine Clothing"", '2014-01-08 12:13:01', '2014-01-08 12:19:27')]"
Linnea Bergen,Felix Resumir,1,"[(""Guy's Gyros"", '2014-01-17 17:42:01', '2014-01-17 17:43:16')]"
Linnea Bergen,Hennie Osvaldo,1,"[(""Guy's Gyros"", '2014-01-17 17:42:01', '2014-01-17 17:43:39')]"
Linnea Bergen,Ingrid Barranco,1,"[(""Albert's Fine Clothing"", '2014-01-14 12:12:01', '2014-01-14 12:18:27')]"
Linnea Bergen,Isia Vann,1,"[(""Albert's Fine Clothing"", '2014-01-13 11:50:01', '2014-01-13 11:55:27')]"
Linnea Bergen,Kanon Herrero,5,"[(""Katerina's Café"", '2014-01-16 19:14:01', '2014-01-16 19:15:02'), (""Guy's Gyros"", '2014-01-07 20:14:01', '2014-01-07 20:15:02'), (""Guy's Gyros"", '2014-01-09 17:28:01', '2014-01-09 17:30:42'), (""Guy's Gyros"", '2014-01-17 17:42:01', '2014-01-17 17:46:42'), ('Coffee Cameleon', '2014-01-13 07:53:01', '2014-01-13 07:53:42')]"
Linnea Bergen,Kare Orilla,1,"[(""Katerina's Café"", '2014-01-16 19:14:01', '2014-01-16 19:15:21')]"
Linnea Bergen,Lars Azada,1,"[(""Albert's Fine Clothing"", '2014-01-16 11:59:01', '2014-01-16 12:02:27')]"
Linnea Bergen,Lidelse Dedos,9,"[(""Katerina's Café"", '2014-01-08 19:47:01', '2014-01-08 19:47:02'), (""Guy's Gyros"", '2014-01-06 17:32:01', '2014-01-06 17:34:42'), (""Guy's Gyros"", '2014-01-06 20:14:01', '2014-01-06 20:16:02'), (""Guy's Gyros"", '2014-01-07 17:45:01', '2014-01-07 17:45:39'), (""Guy's Gyros"", '2014-01-08 21:17:01', '2014-01-08 21:17:02'), (""Guy's Gyros"", '2014-01-13 17:50:01', '2014-01-13 17:53:39'), (""Guy's Gyros"", '2014-01-16 17:38:01', '2014-01-16 17:38:42'), (""Guy's Gyros"", '2014-01-17 17:42:01', '2014-01-17 17:45:39'), ('White Building', '2014-01-10 18:50:01', '2014-01-10 18:51:01')]"
Linnea Bergen,Loreto Bodrogi,1,"[(""Albert's Fine Clothing"", '2014-01-14 12:12:01', '2014-01-14 12:14:20')]"
Linnea Bergen,Lucas Alcazar,1,"[(""Albert's Fine Clothing"", '2014-01-14 12:12:01', '2014-01-14 12:14:27')]"
Linnea Bergen,Marin Onda,3,"[(""Katerina's Café"", '2014-01-07 19:22:01', '2014-01-07 19:22:02'), (""Katerina's Café"", '2014-01-11 18:20:01', '2014-01-11 18:20:04'), (""Albert's Fine Clothing"", '2014-01-16 11:58:01', '2014-01-16 12:02:27')]"
Linnea Bergen,Minke Mies,2,"[(""Guy's Gyros"", '2014-01-17 17:42:01', '2014-01-17 17:46:42'), (""Brew've Been Served"", '2014-01-09 19:05:01', '2014-01-09 19:06:23')]"
Linnea Bergen,Nils Calixto,2,"[(""Albert's Fine Clothing"", '2014-01-08 12:10:01', '2014-01-08 12:17:27'), ('Ouzeri Elian', '2014-01-15 12:07:01', '2014-01-15 12:07:05')]"
Linnea Bergen,Orhan Strum,1,"[(""Brew've Been Served"", '2014-01-10 12:11:01', '2014-01-10 12:13:42')]"
Linnea Bergen,Sven Flecha,4,"[(""Guy's Gyros"", '2014-01-07 20:13:01', '2014-01-07 20:14:23'), (""Guy's Gyros"", '2014-01-09 17:28:01', '2014-01-09 17:32:42'), (""Guy's Gyros"", '2014-01-12 19:27:01', '2014-01-12 19:28:02'), (""Brew've Been Served"", '2014-01-10 12:14:01', '2014-01-10 12:14:42')]"
